"rep","scenario","year","meanG_S1","varG_S1","genicVarA_S1","accuracy_S2","accuracy_cand","nCandidates","nParentsUsed","nCrossesUsed","nKept","Ft0","Ft1","dF1","propParents_S2","propCrosses_S2","propProgeny_S2","time"
11,"COMA_S4",1,-0.127820269963315,1.02562301345054,1.02309443964653,0.474863519331381,NA,NA,40,100,30,0,0.00875,0.875,NA,NA,NA,NA
11,"COMA_S4",2,0.660933077374976,1.41491813608894,1.00169425993457,0.382630054186912,NA,NA,40,100,30,0,0.01375,1.375,NA,NA,NA,NA
11,"COMA_S4",3,1.35316468809923,1.53057923198968,0.997740267423659,0.369985145428743,NA,NA,40,100,30,0,0.03375,3.375,NA,NA,NA,NA
11,"COMA_S4",4,1.84824672658097,1.43612136039162,0.972425129606219,0.474934129945222,NA,NA,40,100,30,0,0.05125,5.125,NA,NA,NA,NA
11,"COMA_S4",5,2.53056320772374,0.583114892285811,0.938204504066728,0.470397942713979,NA,NA,40,100,30,0,0.04875,4.875,NA,NA,NA,NA
11,"COMA_S4",6,2.42591069861179,0.663662993970569,0.939338697264531,0.424083476280301,NA,NA,40,100,30,0.03125,0.0490625,1.83870967741936,NA,NA,NA,NA
11,"COMA_S4",7,2.60972957158328,0.782705645912911,0.945381873512681,0.401544449511803,NA,NA,40,100,30,0.0375000000000001,0.059375,2.27272727272726,NA,NA,NA,NA
11,"COMA_S4",8,3.09724419757708,1.00231843841,0.935982642422123,0.387668479848342,NA,NA,40,100,30,0.0562499999999999,0.0596875,0.364238410596036,NA,NA,NA,NA
11,"COMA_S4",9,3.61935484552571,0.973352928449376,0.911245004487898,0.425243524734863,NA,NA,40,100,30,0.0718749999999999,0.0815625,1.04377104377105,NA,NA,NA,NA
11,"COMA_S4",10,4.11902962623585,0.577135862194341,0.882195483404216,0.403078111217347,NA,NA,40,100,30,0.0562499999999999,0.0859375,3.14569536423842,NA,NA,NA,NA
11,"COMA_S4",11,4.3070337083853,0.531725901105993,0.870628976223017,0.42813420990196,NA,NA,40,100,30,0.075,0.078515625,0.380067567567573,NA,NA,NA,NA
11,"COMA_S4",12,4.40708703938646,0.539290383442682,0.861458632322796,0.363196331385543,NA,NA,40,100,30,0.0843750000000001,0.07640625,-0.870307167235504,NA,NA,NA,NA
