"id","mother","father"
"11",NA,NA
"12",NA,NA
"13",NA,NA
"14",NA,NA
"15",NA,NA
"16",NA,NA
"17",NA,NA
"18",NA,NA
"19",NA,NA
"20",NA,NA
"21",NA,NA
"22",NA,NA
"23",NA,NA
"24",NA,NA
"25",NA,NA
"26",NA,NA
"27",NA,NA
"28",NA,NA
"29",NA,NA
"30",NA,NA
"31",NA,NA
"32",NA,NA
"33",NA,NA
"34",NA,NA
"35",NA,NA
"36",NA,NA
"37",NA,NA
"38",NA,NA
"39",NA,NA
"40",NA,NA
"4777","5","17"
"4786","5","17"
"4682","5","17"
"5068","5","26"
"4740","5","17"
"4648","5","17"
"5221","5","26"
"4806","5","17"
"4836","5","17"
"13274","17","39"
"23939","5","8"
"23731","5","6"
"33739","17","28"
"33793","17","28"
"24129","5","22"
"24194","5","22"
"23950","5","8"
"23988","5","8"
"23881","5","8"
"28536","9","20"
"45352","5","37"
"45108","5","34"
"45257","5","37"
"43890","3","40"
"45195","5","34"
"45339","5","37"
"45256","5","37"
"52316","17","23"
"45418","5","37"
"53107","18","28"
"66462","5","40"
"66403","5","39"
"66596","5","40"
"65999","5","6"
"66505","5","40"
"66530","5","40"
"65951","5","6"
"61351","2","11"
"66103","5","14"
"63015","2","40"
"80381","1","5"
"85449","5","36"
"84874","5","9"
"84995","5","9"
"84972","5","9"
"96820","23","40"
"85417","5","33"
"81470","1","39"
"85391","5","33"
"92828","17","24"
"119985","4740","4836"
"119546","4777","4806"
"119661","5068","4648"
"119554","4777","4806"
"119690","5068","4648"
"119610","4777","4806"
"119841","4740","4836"
"119735","5068","4648"
"119685","5068","4648"
"118692","39","4740"
"138856","23939","33793"
"135556","4777","4648"
"137436","4740","23881"
"139588","24194","23988"
"138283","4836","23731"
"137452","5221","13274"
"135632","4777","4648"
"136279","4682","13274"
"137068","4740","23988"
"135609","4777","4648"
"154346","4740","45256"
"152598","4682","23988"
"152651","4682","45195"
"153656","4740","45352"
"154245","4740","45256"
"151813","4786","23939"
"153838","4740","45352"
"153950","4740","45257"
"153658","4740","45352"
"153704","4740","45352"
"160186","4777","4740"
"162501","4682","23881"
"165617","4648","43890"
"164058","4740","23881"
"160960","4777","66462"
"160101","4777","4740"
"161103","4786","4740"
"165778","4648","66462"
"162912","4682","66530"
"164246","4740","45257"
"180088","23939","23988"
"197697","66530","84874"
"196294","66596","84995"
"188191","45108","66403"
"195166","66403","66530"
"180085","23939","23988"
"187897","45108","45195"
"180096","23939","23988"
"197560","66530","80381"
"180105","23939","23988"
"208793","66462","119985"
"218745","119985","119610"
"204637","45195","119985"
"219187","119546","119685"
"219875","119685","118692"
"218734","119985","119610"
"204593","45195","119985"
"216551","84874","119610"
"208689","66462","119985"
"212112","66505","119661"
"230213","85449","119610"
"235575","119985","119554"
"236796","119554","138283"
"235696","119546","119841"
"236161","119546","135556"
"236356","119661","136279"
"235896","119546","138856"
"236992","119554","137452"
"230828","85449","138283"
"232189","84995","119735"
"259271","137068","152651"
"259281","137068","152651"
"259665","154346","152651"
"260030","154346","153656"
"259946","154346","153656"
"259741","154346","152651"
"249888","119985","138856"
"250242","119985","135632"
"259133","136279","154245"
"252471","119690","119841"
"278629","153658","160960"
"263488","119554","153704"
"276600","154245","160101"
"274538","154346","152651"
"273204","136279","153658"
"275599","153656","153950"
"260923","119985","152651"
"271467","139588","164058"
"260915","119985","152651"
"278951","153658","162912"
"287951","137068","160101"
"282420","135556","162501"
"283123","137436","160960"
"281136","138856","196294"
"299680","180085","187897"
"291456","152651","180105"
"280844","138856","197697"
"296720","160101","187897"
"286044","137452","151813"
"280543","138856","153838"
"300081","154346","154245"
"302951","152651","162912"
"319099","180096","208793"
"304088","153656","196294"
"314893","162912","204637"
"314384","161103","187897"
"307861","153950","160101"
"315906","164246","212112"
"315982","164246","212112"
"303856","153656","161103"
"336351","208793","236161"
"336370","208793","236161"
"336755","218745","208689"
"336752","218745","208689"
"338068","204593","216551"
"329186","164246","232189"
"336326","208793","236161"
"336846","218745","236356"
"336647","218745","208689"
"336684","218745","208689"
"353927","218734","259946"
"351271","218745","236356"
"358192","230828","259741"
"359398","260030","259741"
"359051","259665","259741"
"342951","196294","208793"
"352080","204637","236796"
"359116","259665","259741"
"359385","260030","259741"
"351472","218745","230828"
"371482","235696","273204"
"361842","218745","276600"
"361883","218745","276600"
"377555","259946","274538"
"376969","260030","250242"
"362084","218745","275599"
"379771","276600","273204"
"379958","276600","278951"
"375843","259281","259665"
"368220","216551","278629"
"396427","276600","273204"
"385154","236161","275599"
"399051","278951","282420"
"389564","259271","273204"
"384077","235696","281136"
"383691","235696","263488"
"398394","260923","287951"
"396526","276600","271467"
"399725","283123","286044"
"393711","250242","287951"
"453230","336351","336326"
"459407","351271","342951"
"450297","314893","353927"
"446084","286044","319099"
"457017","336326","359051"
"452414","315982","336351"
"457770","336846","359051"
"442424","281136","336846"
"456918","336326","359051"
"453119","336351","336326"
"459917","359051","342951"
"453122","336351","336326"
"454053","336370","351271"
"454749","336755","358192"
"459170","353927","359385"
"445877","296720","358192"
"442116","281136","336351"
"440653","287951","352080"
"424026","273204","302951"
"435059","319099","336752"
"424436","273204","338068"
"434256","302951","336370"
"432539","296720","329186"
"421909","276600","274538"
"406101","249888","273204"
"479568","361883","375843"
"477396","342951","362084"
"480034","379771","375843"
"479181","371482","377555"
"470003","336370","359051"
"467953","315982","371482"
"473424","329186","379771"
"479139","371482","377555"
"477524","342951","375843"
"471613","336752","359051"
"479386","371482","376969"
"472126","336752","379958"
"460992","302951","353927"
"473952","336326","375843"
"457156","336846","353927"
"459926","359051","342951"
"458938","353927","358192"
"448659","319099","336351"
"487270","336326","389564"
"488419","336846","389564"
"487648","336846","359398"
"493971","342951","379958"
"490745","353927","396526"
"496236","351472","371482"
"493193","359051","371482"
"491641","351271","399051"
"490259","353927","377555"
"493522","342951","359116"
"480593","336351","359398"
"479187","371482","377555"
"475815","353927","376969"
"461519","302951","375843"
"479283","371482","376969"
"462480","319099","342951"
"454149","336370","351271"
"505062","457017","456918"
"515949","435059","424436"
"507174","459407","459170"
"512682","424436","424026"
"502971","459917","452414"
"500612","424436","371482"
"512459","424436","424026"
"513689","454749","435059"
"512359","454749","424026"
"516387","432539","424436"
"508612","454749","445877"
"515719","435059","424436"
"518953","454053","421909"
"508576","454749","445877"
